vaccinationCenterName,location,vaccineName,vaccinationDate,totalRegistrations,totalBoys,totalGirls
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2020-11-10,377,110,67
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-11-20,40,27,5
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2023-05-15,193,21,132
Uhc 31 Kathmandu Metropolitan City,Shantinagar,AstraZeneca,2023-06-01,386,122,52
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2022-12-18,474,76,350
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2024-01-21,88,16,46
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2023-11-04,91,49,33
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,AstraZeneca,2023-02-14,110,76,3
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2021-12-22,297,282,9
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Moderna,2021-04-08,234,127,97
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2021-02-17,327,93,229
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-09-10,349,210,55
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2024-01-26,311,62,215
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2023-05-25,456,354,68
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2024-01-30,435,41,65
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2020-12-23,173,120,41
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-01-17,183,4,110
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2024-01-14,495,366,45
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2023-02-25,295,209,48
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-02-28,389,157,150
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-06-17,341,325,4
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2023-10-25,425,156,61
Uhc 15 Kathmandu Metropolitan City,Dallu,Sinopharm,2020-11-21,254,174,15
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2021-03-08,215,101,45
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2022-08-20,330,108,36
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2022-05-24,217,170,18
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2023-02-03,390,276,9
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2023-05-28,392,188,163
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2023-10-30,406,232,158
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2020-12-26,456,186,19
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2022-02-22,401,236,156
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2023-01-28,98,82,3
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2022-01-09,473,243,42
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2022-05-08,412,101,174
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-02-15,493,136,194
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-09-29,221,139,15
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2022-08-07,483,59,157
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-07-07,68,8,53
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2022-08-16,86,14,71
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2024-01-17,90,87,0
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-01-01,276,52,75
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2023-07-13,140,28,58
Uhc 13 Kathmandu Metropolitan City,Kalimati,Moderna,2020-11-17,89,85,0
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-03-01,403,331,24
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2020-10-18,175,45,72
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-09-07,349,292,3
Uhc 15 Kathmandu Metropolitan City,Dallu,Johnson & Johnson,2022-09-05,159,10,113
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2021-02-20,142,25,48
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-10-10,407,51,312
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-01-15,442,364,40
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2020-10-31,128,105,1
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2022-04-19,34,2,24
Uhc 4 Kathmandu Metropolitan City,Balwatar,Moderna,2023-02-09,166,144,15
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-03-13,139,57,81
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2022-05-14,298,110,7
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2023-03-12,276,38,113
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2021-08-08,31,13,10
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2023-05-05,264,83,167
Uhc 9 Kathmandu Metropolitan City,Gaushala,Johnson & Johnson,2023-03-27,466,466,0
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-12-18,307,138,0
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2023-02-24,112,18,1
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Johnson & Johnson,2023-04-07,194,183,11
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2023-06-05,226,143,58
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Moderna,2022-03-10,488,155,64
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2022-09-16,182,167,0
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2022-07-02,89,68,10
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2021-03-06,192,91,17
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-01-16,305,299,6
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,AstraZeneca,2023-09-11,128,27,52
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2021-03-22,65,62,0
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2023-03-30,292,52,116
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2023-06-13,43,43,0
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2023-08-18,356,284,53
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Moderna,2023-08-28,256,174,72
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-10-14,213,182,27
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-12-18,78,78,0
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2022-09-05,102,23,44
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Moderna,2023-09-18,291,277,3
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2022-08-30,237,115,23
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-04-11,186,14,104
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Moderna,2023-01-23,364,347,12
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Moderna,2021-12-21,257,133,115
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2022-07-18,317,47,215
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2022-01-08,110,28,63
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2024-03-03,66,50,7
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2023-03-12,70,55,9
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2023-08-26,129,74,52
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2022-04-30,156,115,41
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2023-10-13,274,240,9
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2021-10-25,259,63,140
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2022-01-13,475,407,17
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2022-06-02,300,164,31
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2023-11-13,255,200,27
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2023-11-27,76,16,34
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2022-01-04,449,393,18
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2022-11-12,470,334,27
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2023-03-23,148,137,5
Uhc 9 Kathmandu Metropolitan City,Gaushala,Pfizer-BioNTech,2022-07-09,196,149,5
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,AstraZeneca,2023-09-22,409,319,48
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2022-03-24,141,79,14
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2022-09-04,382,201,42
Uhc 18 Kathmandu Metropolitan City,Nardevi,Moderna,2023-12-11,368,244,28
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Moderna,2022-09-01,116,66,20
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2023-05-07,154,92,19
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2021-01-15,38,38,0
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Moderna,2023-09-22,228,17,190
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Moderna,2022-10-05,484,290,155
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2021-09-29,179,115,2
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2022-02-12,485,415,30
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-04-19,111,68,12
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2023-12-30,172,172,0
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-08-30,435,259,133
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2023-03-21,327,220,73
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2023-05-30,427,112,315
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2022-06-01,417,198,95
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2022-07-20,388,329,28
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-06-07,285,99,147
Uhc 9 Kathmandu Metropolitan City,Gaushala,Pfizer-BioNTech,2021-02-13,57,35,11
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2023-03-05,381,40,262
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-06-22,334,266,43
Uhc 18 Kathmandu Metropolitan City,Nardevi,Johnson & Johnson,2022-11-22,372,371,0
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2023-06-29,212,76,36
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2023-12-29,96,1,59
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-08-10,284,81,73
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2023-09-02,168,35,24
Uhc 16 Kathmandu Metropolitan City,Balaju,AstraZeneca,2023-02-26,434,190,127
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2024-02-11,414,213,147
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2023-02-11,98,43,51
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-03-15,120,104,4
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-02-25,133,17,90
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-02-26,341,141,160
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2021-09-01,236,80,148
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2022-02-22,87,83,2
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2024-01-24,392,245,96
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2023-04-14,430,4,101
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2023-10-19,43,31,9
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2021-12-22,296,119,40
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2022-05-09,252,248,4
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2022-04-23,89,49,34
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2021-08-13,490,129,249
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2024-02-12,73,64,4
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-03-01,386,333,39
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-04-25,341,245,90
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Pfizer-BioNTech,2021-02-19,60,10,50
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2023-08-15,433,267,66
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2022-12-24,350,13,88
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2023-05-11,334,281,36
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-10-09,108,94,9
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2022-10-18,212,161,6
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-11-11,144,114,26
Uhc 1 Kathmandu Metropolitan City,Naxal,Johnson & Johnson,2021-11-15,306,300,4
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2023-05-24,32,23,5
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2020-11-15,126,58,34
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2024-01-01,94,82,10
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2022-01-28,285,57,156
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-03-22,397,297,16
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2023-03-05,381,80,111
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2020-11-04,493,325,0
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2022-07-24,464,334,83
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2022-05-25,406,57,90
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-01-31,72,50,9
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2022-11-27,203,182,11
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Moderna,2023-02-02,96,12,43
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2022-09-28,409,74,283
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2024-02-06,311,53,94
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2022-10-07,140,126,8
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2022-11-27,407,168,139
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-02-09,149,112,6
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2022-03-08,135,54,10
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-03-08,161,43,83
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2021-12-13,401,225,68
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-01-12,294,36,68
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2020-12-08,101,34,14
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2023-12-21,279,90,93
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2022-03-21,275,3,92
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2024-02-02,258,143,21
Uhc 11 Kathmandu Metropolitan City,Babarmahal,AstraZeneca,2020-11-08,395,163,200
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2020-10-09,150,13,26
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2023-09-28,189,68,9
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-04-05,425,48,62
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-07-22,239,55,48
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2021-08-10,298,116,73
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Moderna,2022-01-31,455,301,115
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2022-08-18,317,136,69
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2022-12-02,325,118,140
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Johnson & Johnson,2020-10-28,409,37,222
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2020-10-21,211,26,32
Uhc 4 Kathmandu Metropolitan City,Balwatar,Moderna,2023-11-03,408,143,48
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2023-04-28,150,124,4
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Sinopharm,2023-02-28,225,133,89
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2023-07-15,202,119,11
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2023-02-02,283,47,145
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-02-12,148,86,15
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2021-12-29,294,256,21
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2023-10-20,77,54,8
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Sinopharm,2022-08-07,343,252,2
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2022-07-18,269,228,21
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2024-01-04,308,85,201
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2021-10-01,407,315,1
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2022-02-11,235,58,70
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-04-06,105,29,19
Uhc 26 Kathmandu Metropolitan City,Lainchaur,AstraZeneca,2023-08-12,162,19,74
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2021-11-30,345,273,34
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2021-04-14,414,135,139
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2021-07-14,473,353,98
Uhc 18 Kathmandu Metropolitan City,Nardevi,Johnson & Johnson,2021-09-04,358,50,224
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2023-06-07,38,36,2
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2022-10-13,264,42,31
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2022-11-25,58,6,30
Uhc 31 Kathmandu Metropolitan City,Shantinagar,AstraZeneca,2023-09-09,321,188,126
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-04-13,296,249,39
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2021-01-31,275,13,49
Uhc 16 Kathmandu Metropolitan City,Balaju,Moderna,2021-05-05,83,9,62
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2020-10-04,139,81,40
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2021-03-25,206,134,31
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2020-10-05,287,261,24
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2022-10-01,41,7,13
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-07-26,354,352,0
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2023-07-21,119,47,15
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2021-01-03,267,82,63
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2022-08-16,491,244,215
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2023-02-05,345,191,101
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2022-10-03,214,153,25
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2023-04-09,105,54,18
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2022-02-28,46,28,1
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-08-08,441,163,84
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Johnson & Johnson,2022-03-16,63,20,41
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-07-05,267,14,68
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2024-01-27,246,131,19
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2024-01-14,417,334,3
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-08-28,162,36,108
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2022-09-23,247,17,58
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Johnson & Johnson,2023-08-20,89,2,32
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-04-04,68,14,43
Uhc 13 Kathmandu Metropolitan City,Kalimati,Pfizer-BioNTech,2023-02-04,260,183,63
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2020-11-06,442,61,284
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2022-12-23,424,205,145
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2022-04-20,165,131,34
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2020-10-21,424,93,76
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2023-11-22,230,31,120
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Moderna,2021-01-30,441,242,19
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2022-04-19,412,411,0
Uhc 9 Kathmandu Metropolitan City,Gaushala,AstraZeneca,2022-06-06,159,71,65
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-06-11,231,64,121
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2022-03-28,139,93,3
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2024-02-28,391,245,142
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Moderna,2022-11-16,177,176,1
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-10-22,93,66,8
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2024-01-14,345,77,100
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2023-09-06,319,51,64
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2023-10-21,167,46,17
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2023-11-05,338,77,61
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2022-04-08,234,90,34
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-11-14,31,0,2
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2022-03-16,399,131,136
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-12-25,160,89,62
Uhc 2 Kathmandu Metropolitan City,Lazimpat,AstraZeneca,2022-03-06,468,396,0
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2021-09-11,196,157,17
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Moderna,2023-11-20,236,66,150
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2022-12-21,398,241,69
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2023-01-30,454,378,11
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-03-01,148,84,25
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Moderna,2021-03-16,378,41,307
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2023-02-12,235,24,190
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-11-22,343,9,65
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Johnson & Johnson,2021-06-19,497,102,45
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2021-01-19,189,108,78
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Johnson & Johnson,2023-09-28,198,4,134
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2022-07-18,377,161,111
Uhc 9 Kathmandu Metropolitan City,Gaushala,Pfizer-BioNTech,2021-02-28,432,422,2
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2021-12-21,130,121,1
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2021-07-23,457,157,125
Uhc 9 Kathmandu Metropolitan City,Gaushala,Pfizer-BioNTech,2021-10-06,396,363,8
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2021-11-16,145,49,8
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2021-11-15,383,234,30
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2021-11-12,261,9,152
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Pfizer-BioNTech,2024-02-02,239,11,103
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2022-01-20,277,141,93
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2022-03-07,316,309,7
